"StateFips","State","abbr","year","FFSpop","H0","H1","H2","Bene","BeneH","BeneM","newH0","newH1","newH2","newBene","newBeneH","newBeneM","NPIH0"
"01","Alabama","AL",2012,664638,29.15,6.63,22.52,11.28,2.25,9.03,1.57,0.42,1.16,1.56,0.41,1.14,0.8
"01","Alabama","AL",2013,669697,27.83,4.84,22.99,11.63,2.07,9.56,1.57,0.26,1.31,1.55,0.25,1.3,0.88
"01","Alabama","AL",2014,674129,23.65,4.82,18.83,10.93,2.75,8.18,1.59,0.65,0.94,1.58,0.63,0.94,1.25
"01","Alabama","AL",2015,674322,26.28,6.92,19.36,11.64,3.25,8.39,1.6,0.6,1,1.6,0.6,1,1.25
"01","Alabama","AL",2016,674598,29.51,8.99,20.52,13.82,4.53,9.3,2,1.04,0.95,2,1.04,0.95,1.38
"01","Alabama","AL",2017,581381,33.57,10.92,22.65,16.09,6.19,9.9,2.35,1.23,1.12,2.35,1.23,1.12,1.48
"01","Alabama","AL",2018,558203,37.9,11.9,26,17.95,6.39,11.56,2.43,1.21,1.22,2.43,1.21,1.22,1.56
"01","Alabama","AL",2019,534585,46.17,13.44,32.73,19.77,6.3,13.46,2.64,1.12,1.52,2.64,1.12,1.52,1.8
"02","Alaska","AK",2012,66050,19.98,5.93,14.05,8.16,3.16,5,3.22,1.71,1.51,3.22,1.71,1.51,0.91
"02","Alaska","AK",2013,68756,27.98,7.49,20.49,9.93,3.93,6.01,1.83,1.63,0.2,1.83,1.63,0.2,1.6
"02","Alaska","AK",2014,71383,19.53,3.18,16.35,5.56,1.12,4.44,0.27,0.27,0.011,0.27,0.27,0.011,1.12
"02","Alaska","AK",2015,74617,14.47,1.84,12.64,5.16,0.78,4.38,0.15,0.011,0.15,0.15,0.011,0.15,1.07
"02","Alaska","AK",2016,78312,14.79,3.51,11.28,5.57,1.53,4.04,0.18,0.011,0.18,0.18,0.011,0.18,1.15
"02","Alaska","AK",2017,81331,13.64,0.74,12.9,4.32,0.47,3.85,0.14,0.011,0.14,0.14,0.011,0.14,1.23
"02","Alaska","AK",2018,84786,7.32,1.01,6.31,3.14,0.67,2.47,0.14,0.14,0.011,0.14,0.14,0.011,0.83
"02","Alaska","AK",2019,88361,6.73,1.36,5.38,3.49,0.91,2.58,0.62,0.2,0.42,0.62,0.2,0.42,1.02
"04","Arizona","AZ",2012,561522,139.32,33.41,105.91,47.27,12.81,34.47,9.73,3.73,5.99,9.65,3.71,5.94,3.17
"04","Arizona","AZ",2013,577447,161.32,37.8,123.51,54.17,15.43,38.74,11.59,4.82,6.77,11.59,4.82,6.77,4.07
"04","Arizona","AZ",2014,598254,181.57,36.01,145.56,59.12,14.58,44.53,12.05,4.84,7.21,12.05,4.84,7.21,3.91
"04","Arizona","AZ",2015,616633,196.02,42.89,153.13,62.61,17.35,45.27,12.61,5.59,7.02,12.61,5.59,7.02,3.65
"04","Arizona","AZ",2016,639570,212.08,55.25,156.83,75.6,24.01,51.58,14.45,7.05,7.4,14.45,7.05,7.4,4.3
"04","Arizona","AZ",2017,658019,216.56,57.31,159.25,75.77,25.19,50.58,11.98,5.07,6.91,11.98,5.07,6.91,4.48
"04","Arizona","AZ",2018,674667,211.73,50.65,161.08,75.94,24.07,51.86,12.59,5.47,7.12,12.59,5.47,7.12,4.98
"04","Arizona","AZ",2019,681993,204.66,38.6,166.07,74.88,19.98,54.91,11.51,4.41,7.1,11.51,4.41,7.1,5.76
"05","Arkansas","AR",2012,444390,14.87,4.07,10.79,5.27,1.62,3.64,0.37,0.14,0.23,0.37,0.14,0.23,0.74
"05","Arkansas","AR",2013,441689,12.53,4.04,8.49,4.85,1.83,3.01,0.32,0.17,0.15,0.32,0.17,0.15,0.84
"05","Arkansas","AR",2014,444779,13.81,5.03,8.78,6.15,2.45,3.7,0.5,0.19,0.31,0.5,0.19,0.31,0.72
"05","Arkansas","AR",2015,446656,18.26,8.7,9.56,8.07,3.67,4.4,0.88,0.34,0.54,0.88,0.34,0.54,0.92
"05","Arkansas","AR",2016,448753,18.89,5.77,13.12,8.54,3.07,5.48,0.77,0.1,0.67,0.76,0.1,0.67,0.85
"05","Arkansas","AR",2017,446568,24.89,6.09,18.8,9.94,3.33,6.61,0.8,0.15,0.65,0.8,0.15,0.64,1.03
"05","Arkansas","AR",2018,438836,30.8,7.16,23.64,13.35,3.83,9.52,1.53,0.51,1.02,1.52,0.51,1.01,1.39
"05","Arkansas","AR",2019,429494,38.48,11.63,26.86,14.81,4.67,10.14,1.88,0.92,0.96,1.88,0.92,0.96,1.37
"06","California","CA",2012,2742188,104.39,41.66,62.73,32.73,13.68,19.05,5.69,2.45,3.25,5.14,2.4,2.74,2.86
"06","California","CA",2013,2766683,115.7,42.43,73.27,34.52,13.59,20.93,4.52,1.95,2.57,4.52,1.95,2.57,3.34
"06","California","CA",2014,2718792,118.31,41.64,76.67,36.33,14.38,21.95,5.09,2.6,2.48,5.09,2.6,2.48,3.37
"06","California","CA",2015,2755868,121.34,44.24,77.1,38.96,17.32,21.64,6.8,4.25,2.55,6.8,4.25,2.55,3.48
"06","California","CA",2016,2815420,131.76,48.9,82.86,42.01,18.75,23.26,7.87,5.11,2.76,7.87,5.11,2.76,3.42
"06","California","CA",2017,2855663,137.82,47.76,90.07,43.89,19.33,24.56,9.21,6.37,2.84,9.21,6.37,2.84,3.48
"06","California","CA",2018,2860647,139.09,41.75,97.34,47.23,20.65,26.57,10.16,6.79,3.36,10.16,6.79,3.36,3.72
"06","California","CA",2019,2855976,146.74,45.16,101.58,50.51,23.42,27.08,11.98,8.75,3.23,11.98,8.75,3.23,3.69
"08","Colorado","CO",2012,397059,135.97,21.1,114.86,47.01,8.7,38.31,4.7,1.61,3.09,4.67,1.61,3.05,3.43
"08","Colorado","CO",2013,408706,155.7,28.21,127.5,55.83,12.39,43.44,4.89,2.03,2.86,4.89,2.03,2.86,5.9
"08","Colorado","CO",2014,419070,174.12,29.77,144.35,58.26,13.22,45.04,6.48,2.14,4.34,6.46,2.13,4.32,5.18
"08","Colorado","CO",2015,430901,168.95,27.99,140.96,57.57,11.29,46.28,5.69,2,3.68,5.68,2,3.68,4.2
"08","Colorado","CO",2016,447427,189.92,30.51,159.41,62.54,12.65,49.89,6.89,3,3.88,6.89,3,3.88,4.58
"08","Colorado","CO",2017,458088,209.12,36.7,172.42,72.65,17.92,54.73,9.78,4.95,4.83,9.77,4.95,4.82,5.15
"08","Colorado","CO",2018,470907,198.91,41.72,157.19,73.76,20.57,53.18,10.28,6.26,4.03,10.28,6.25,4.02,5.56
"08","Colorado","CO",2019,451034,206.59,42.83,163.76,73.59,22.09,51.5,9.93,6.34,3.58,9.92,6.34,3.58,5.39
"09","Connecticut","CT",2012,414549,57.93,18.14,39.79,21.36,7.3,14.05,2.26,0.51,1.75,2.26,0.51,1.75,3.3
"09","Connecticut","CT",2013,412862,64.28,18.56,45.71,25.16,7.17,17.99,2.08,0.61,1.47,2.08,0.61,1.47,4.34
"09","Connecticut","CT",2014,414271,72.69,19.15,53.54,28.41,7.74,20.67,2.67,0.68,1.99,2.66,0.68,1.99,4.51
"09","Connecticut","CT",2015,412120,76.61,22.17,54.44,30.54,9.76,20.79,2.95,0.67,2.28,2.95,0.67,2.28,4.61
"09","Connecticut","CT",2016,412647,92.35,27.92,64.43,37.25,11.64,25.61,3.77,1.02,2.75,3.77,1.02,2.75,4.68
"09","Connecticut","CT",2017,410157,95.91,32.98,62.93,37.11,12.75,24.36,3.32,0.91,2.42,3.31,0.9,2.41,5
"09","Connecticut","CT",2018,349747,103.13,31.03,72.09,42.78,14.34,28.44,4.63,1.3,3.34,4.63,1.3,3.33,5.55
"09","Connecticut","CT",2019,332303,116.62,31.59,85.03,46.65,15.31,31.34,6,1.9,4.1,6,1.9,4.1,5.6
"10","Delaware","DE",2012,144397,39.2,11.86,27.34,15.49,5.91,9.57,1.31,0.46,0.85,1.31,0.46,0.85,1.87
"10","Delaware","DE",2013,146983,42.17,17.72,24.46,19.6,9.31,10.29,3.06,1.09,1.97,3.06,1.09,1.97,2.52
"10","Delaware","DE",2014,151409,57.39,26.06,31.34,24.45,11.25,13.2,2.74,0.99,1.75,2.74,0.99,1.75,2.44
"10","Delaware","DE",2015,156300,59.23,22.34,36.9,24.1,9.95,14.15,2.27,0.65,1.62,2.26,0.65,1.61,2.5
"10","Delaware","DE",2016,159318,66.26,23.94,42.32,26.32,9.98,16.34,3.51,1.83,1.68,3.5,1.83,1.67,2.64
"10","Delaware","DE",2017,160181,60.62,23.07,37.55,24.5,10.6,13.9,3.21,1.83,1.38,3.21,1.83,1.38,2.81
"10","Delaware","DE",2018,161425,66.45,27.77,38.69,26.97,11.34,15.62,3.65,1.36,2.29,3.64,1.36,2.29,2.79
"10","Delaware","DE",2019,161453,59.71,22.94,36.77,24.92,10.28,14.65,2.49,0.87,1.62,2.49,0.87,1.62,2.66
"11","District of Columbia","DC",2012,59042,217.51,162.14,55.37,82.35,62.5,19.85,8.74,5.78,2.96,8.74,5.78,2.96,5.76
"11","District of Columbia","DC",2013,60218,206.67,140.02,66.64,80.19,54.75,25.44,7.12,4.23,2.89,7.12,4.23,2.89,6.97
"11","District of Columbia","DC",2014,60204,194.94,138.45,56.49,75,53.15,21.84,8.04,5.41,2.62,7.99,5.37,2.62,4.48
"11","District of Columbia","DC",2015,60160,210.97,152.51,58.46,84.67,62.77,21.91,9.62,7.61,2.01,9.62,7.61,2.01,5.65
"11","District of Columbia","DC",2016,59805,194.7,127.56,67.13,80.6,55.16,25.43,4.67,2.69,1.97,4.67,2.69,1.97,6.35
"11","District of Columbia","DC",2017,60015,238.07,145.3,92.78,88.81,54.12,34.69,8.71,4.6,4.12,8.68,4.58,4.1,6.17
"11","District of Columbia","DC",2018,59624,237.56,122.55,115,93.69,50.95,42.73,6.34,3.39,2.95,6.34,3.39,2.95,6.04
"11","District of Columbia","DC",2019,58445,182.8,97.75,85.05,75.95,44.49,31.47,5.46,3.35,2.1,5.44,3.35,2.09,6.5
"12","Florida","FL",2012,2217181,223.96,62.99,160.96,82.74,25.7,57.03,16.21,6.65,9.56,16.2,6.65,9.55,4.93
"12","Florida","FL",2013,2213241,256.61,66.58,190.03,94.71,28.36,66.35,18.14,7.29,10.85,18.13,7.29,10.85,6.27
"12","Florida","FL",2014,2208280,277.97,75.18,202.78,100.91,31.12,69.79,18.19,7.65,10.54,18.19,7.65,10.54,6.07
"12","Florida","FL",2015,2215360,291.44,79.01,212.42,106.83,32.07,74.77,19.98,8.08,11.9,19.98,8.08,11.9,6.42
"12","Florida","FL",2016,2243115,306.25,80.78,225.47,112.68,33.45,79.23,20.44,8.19,12.25,20.44,8.19,12.25,6.48
"12","Florida","FL",2017,2225464,316.96,78.76,238.2,112.92,31.66,81.26,19.28,7.43,11.85,19.28,7.43,11.85,6.68
"12","Florida","FL",2018,2200552,347.06,86.4,260.67,121.66,34.24,87.41,20.89,7.73,13.16,20.89,7.73,13.16,6.87
"12","Florida","FL",2019,2181844,382.85,100.18,282.67,128.41,37.29,91.12,21.84,8.26,13.59,21.84,8.26,13.59,7.35
"13","Georgia","GA",2012,949352,35.13,7.14,27.99,14.52,3.3,11.21,1.92,0.33,1.59,1.91,0.33,1.58,1.36
"13","Georgia","GA",2013,944469,37.75,7.13,30.62,15.02,3.26,11.75,2.14,0.51,1.63,2.13,0.51,1.62,1.49
"13","Georgia","GA",2014,948451,44.1,8.79,35.31,16.25,3.87,12.38,2.35,0.49,1.85,2.35,0.49,1.85,1.61
"13","Georgia","GA",2015,942083,50.08,9.92,40.16,18.53,4.3,14.23,2.61,0.51,2.1,2.61,0.51,2.1,1.75
"13","Georgia","GA",2016,942647,59.7,9.41,50.29,22.55,4,18.55,3.62,0.65,2.97,3.62,0.65,2.97,1.88
"13","Georgia","GA",2017,937872,66.8,9.1,57.71,24.49,4.43,20.06,3.46,0.73,2.73,3.46,0.73,2.73,2.06
"13","Georgia","GA",2018,922999,64,13.19,50.81,25.83,6.2,19.62,3.57,1.18,2.39,3.57,1.18,2.39,2.15
"13","Georgia","GA",2019,908154,72.97,18.96,54,27.37,8.97,18.39,4.28,1.8,2.48,4.28,1.8,2.48,2.33
"15","Hawaii","HI",2012,98441,26.81,15.83,10.98,10.79,6.31,4.48,0.52,0.3,0.21,0.47,0.3,0.16,1.63
"15","Hawaii","HI",2013,98007,17.91,8.99,8.92,7.98,3.99,3.99,0.12,0.011,0.12,0.12,0.011,0.12,1.43
"15","Hawaii","HI",2014,100192,21.1,10.12,10.98,8.94,4.38,4.56,0.16,0.16,0.011,0.16,0.16,0.011,1.3
"15","Hawaii","HI",2015,103650,21.84,10.13,11.71,9.66,4.47,5.19,0.11,0.011,0.11,0.11,0.011,0.11,1.25
"15","Hawaii","HI",2016,106453,24.36,10,14.35,11.38,4.68,6.7,0.42,0.42,0.011,0.42,0.42,0.011,1.88
"15","Hawaii","HI",2017,109064,18.88,8.63,10.25,9.36,4.25,5.11,0.33,0.2,0.13,0.33,0.2,0.13,1.01
"15","Hawaii","HI",2018,109860,22.79,6.89,15.9,9.27,2.86,6.41,0.11,0.011,0.11,0.11,0.011,0.11,1.64
"15","Hawaii","HI",2019,110608,26.4,9.17,17.23,11.44,4.13,7.31,0.52,0.22,0.31,0.52,0.22,0.31,1.72
"16","Idaho","ID",2012,162402,24.54,5.44,19.1,10.18,2.51,7.67,0.61,0.22,0.39,0.61,0.22,0.39,1.54
"16","Idaho","ID",2013,168132,36.55,7.56,28.99,15.28,3.9,11.38,0.7,0.07,0.63,0.7,0.07,0.63,1.72
"16","Idaho","ID",2014,171598,41.36,6.11,35.25,16.38,2.26,14.11,1.58,0.08,1.5,1.58,0.08,1.5,1.86
"16","Idaho","ID",2015,175590,36.93,3.23,33.69,15.4,1.44,13.96,2.28,0.11,2.17,2.28,0.11,2.17,1.77
"16","Idaho","ID",2016,184363,23.75,5.94,17.81,14.24,5.43,8.81,3.79,2.34,1.44,3.78,2.33,1.44,1.14
"16","Idaho","ID",2017,193853,31.89,2.31,29.58,14.21,1.17,13.04,2.19,0.27,1.91,2.19,0.27,1.91,1.44
"16","Idaho","ID",2018,197546,48.32,4.08,44.24,21.58,1.92,19.66,3.11,0.22,2.89,3.11,0.22,2.89,1.72
"16","Idaho","ID",2019,198876,53.51,6.52,46.98,22.43,2.86,19.56,3.49,0.52,2.98,3.49,0.52,2.98,1.91
"17","Illinois","IL",2012,1602266,219.55,177.24,42.32,85.32,70.72,14.6,17.97,15.91,2.06,17.63,15.69,1.94,4.17
"17","Illinois","IL",2013,1620399,220.9,172.93,47.98,93.23,76.48,16.76,18.44,16.22,2.23,18.43,16.21,2.21,5.18
"17","Illinois","IL",2014,1474203,222.12,168.18,53.93,100.28,81,19.28,20.33,17.8,2.53,20.31,17.78,2.53,5.26
"17","Illinois","IL",2015,1456942,225.21,168.64,56.56,96.45,76.71,19.74,19.61,17.04,2.57,19.59,17.02,2.57,5.31
"17","Illinois","IL",2016,1472941,217.16,156.78,60.37,94.74,72.99,21.76,17.36,14.9,2.46,17.35,14.89,2.46,5.43
"17","Illinois","IL",2017,1451708,224.06,150.26,73.81,90.23,64.84,25.39,15.35,12.41,2.94,15.34,12.4,2.94,5.79
"17","Illinois","IL",2018,1443209,221.41,142.21,79.19,88.41,60.57,27.84,14.59,11.59,3,14.58,11.59,3,5.83
"17","Illinois","IL",2019,1426828,229.21,146.42,82.79,87.34,58.62,28.72,13.32,10.17,3.16,13.32,10.16,3.15,6.17
"18","Indiana","IN",2012,815811,75.15,33.62,41.54,29.97,13.14,16.83,4,2.36,1.64,4,2.36,1.64,2.28
"18","Indiana","IN",2013,814354,83.93,39.18,44.74,36.19,16.48,19.71,6.57,3.87,2.7,6.57,3.87,2.7,3.54
"18","Indiana","IN",2014,820424,102.23,52.22,50.01,44.75,22.35,22.4,7.68,4.66,3.02,7.68,4.66,3.02,3.46
"18","Indiana","IN",2015,825113,117.71,61.29,56.41,52.89,27.7,25.19,7.47,4.41,3.06,7.47,4.41,3.06,3.93
"18","Indiana","IN",2016,824120,118.21,57.75,60.46,50.64,24.55,26.09,6.11,3.22,2.88,6.1,3.22,2.88,4
"18","Indiana","IN",2017,819764,122.92,56.21,66.71,48.37,22.04,26.33,5.84,2.87,2.97,5.82,2.87,2.96,3.85
"18","Indiana","IN",2018,798417,136.17,52.67,83.5,52.3,22.02,30.27,5.78,2.71,3.07,5.78,2.71,3.07,4.38
"18","Indiana","IN",2019,777405,160.97,54.46,106.51,59.6,22.93,36.67,6.02,2.46,3.56,6.02,2.46,3.56,4.93
"19","Iowa","IA",2012,445292,11.62,5.85,5.76,4.83,2.16,2.67,0.46,0.39,0.07,0.46,0.39,0.07,0.83
"19","Iowa","IA",2013,452084,17.44,7.51,9.94,7.48,3.21,4.28,0.96,0.73,0.23,0.96,0.73,0.23,1.39
"19","Iowa","IA",2014,459063,17.55,7.06,10.49,7.56,3.03,4.53,0.86,0.57,0.29,0.86,0.57,0.29,1.02
"19","Iowa","IA",2015,464411,17.39,7.95,9.44,7.54,3.51,4.03,0.94,0.65,0.29,0.94,0.65,0.29,1.14
"19","Iowa","IA",2016,457971,20.7,9.26,11.43,9.57,4.57,5.01,1.19,0.63,0.56,1.19,0.63,0.56,1.31
"19","Iowa","IA",2017,463611,23.18,9.31,13.87,9.49,3.93,5.56,0.64,0.18,0.46,0.64,0.18,0.46,1.45
"19","Iowa","IA",2018,459549,19.89,7.4,12.49,8.8,3.55,5.24,0.59,0.14,0.45,0.59,0.14,0.45,1.46
"19","Iowa","IA",2019,450595,23.26,8.01,15.26,9.64,4.05,5.59,0.83,0.31,0.53,0.83,0.31,0.52,1.78
"20","Kansas","KS",2012,379104,57.52,8.32,49.19,27.38,3.06,24.32,3.29,0.54,2.75,3.19,0.53,2.67,2.35
"20","Kansas","KS",2013,383733,73.86,11.24,62.62,33.51,4.22,29.29,3.87,0.88,2.99,3.86,0.88,2.98,3.73
"20","Kansas","KS",2014,389988,82.73,12.95,69.78,35.42,5.92,29.51,3.63,1.16,2.46,3.63,1.16,2.46,2.87
"20","Kansas","KS",2015,396092,101.31,17.83,83.48,41.61,7.18,34.43,4.34,1.57,2.77,4.33,1.57,2.76,4.14
"20","Kansas","KS",2016,398696,115.11,21.18,93.93,44.57,8.33,36.24,3.53,1.33,2.2,3.53,1.33,2.2,3.96
"20","Kansas","KS",2017,400471,112.62,18.9,93.72,44.55,7.44,37.11,3.32,0.93,2.39,3.32,0.93,2.39,4.39
"20","Kansas","KS",2018,401966,111.3,20.9,90.4,43.27,6.81,36.46,3.11,0.88,2.23,3.1,0.88,2.23,3.98
